fused-effects,100,1.8207064900912452e-7,1.8130262192645229e-7,1.8283524761890737e-7
fused-effects,1000,1.7216605709083724e-6,1.713561890548361e-6,1.7356522907435377e-6
fused-effects,1000000,1.7183807855295891e-3,1.707573280241046e-3,1.7332121935759752e-3
Reference,100,8.789695875878544e-8,8.747009855349155e-8,8.83215667629144e-8
Reference,1000,7.593465415511591e-7,7.572690644681397e-7,7.623431615802252e-7
Reference,1000000,7.545765337427984e-4,7.503757286546788e-4,7.606984282898312e-4
